CATEGORIE,DATE,QUART,PDQ,X,Y,LAT,LONG
Introduction,20150411,nuit,27,293287.073,5044270.371,45.5382534968,-73.6474177181
Introduction,20150411,soir,38,299221.312,5041705.576,45.5152472687,-73.5714034122
Introduction,20150411,jour,38,296990.011,5042750.576,45.5246291644,-73.5999791622
Introduction,20150411,soir,38,299190.813,5041656.576,45.5148061022,-73.5717932176
Introduction,20150411,nuit,39,293807.397,5050906.853,45.5979789568,-73.6409044588
Introduction,20150411,nuit,44,299170.478,5048549.74,45.5768330781,-73.5721327754
Introduction,20150412,soir,7,290698.5,5039883.516,45.4987314088,-73.6804368392
Introduction,20150412,jour,7,289464.681,5040990.108,45.5086629118,-73.6962587722
Introduction,20150412,soir,8,289611.875,5032742.0,45.4344461244,-73.6941200624
Introduction,20150412,jour,8,290291.344,5033120.5,45.4378664809,-73.6854469431
Introduction,20150412,nuit,11,294929.08,5036885.526,45.4718268672,-73.6262440133
Introduction,20150412,nuit,16,300770.656,5035922.0,45.4632147324,-73.5515253996
Introduction,20150412,soir,16,299135.906,5035902.0,45.4630234204,-73.5724295866
Introduction,20150412,soir,22,300052.406,5042137.583,45.5191407956,-73.560770165
Introduction,20150412,nuit,23,301343.066,5045816.637,45.5522539004,-73.5442754332
Introduction,20150412,soir,23,301935.563,5045965.486,45.553595985,-73.5366877724
Introduction,20150412,jour,23,301661.791,5045386.898,45.5483884663,-73.5401905384
Introduction,20150412,jour,23,301549.639,5044060.782,45.5364550755,-73.5416180455
Introduction,20150412,soir,23,301131.987,5044641.609,45.5416794984,-73.5469700656
Introduction,20150412,nuit,24,297204.885,5042021.712,45.5180729375,-73.5972171722
Introduction,20150412,soir,26,294396.125,5039792.966,45.4979815394,-73.6331218224
Introduction,20150412,nuit,26,293912.475,5038678.213,45.4879431446,-73.6392855745
Introduction,20150412,jour,27,293247.603,5044858.552,45.5435454963,-73.6479369912
Introduction,20150412,jour,27,292147.722,5047324.817,45.5657186111,-73.6620855112
Introduction,20150412,jour,27,292995.241,5044963.319,45.5444839938,-73.6511711888
Introduction,20150412,jour,30,297590.455,5047286.345,45.5654500797,-73.5923594312
Introduction,20150412,soir,35,295989.362,5043499.778,45.5313588341,-73.6128023683
Introduction,20150412,soir,35,295989.362,5043499.778,45.5313588341,-73.6128023683
Introduction,20150412,jour,38,299030.513,5041691.576,45.5151197384,-73.5738453427
Introduction,20150412,soir,38,299268.556,5041048.336,45.5093335309,-73.5707913067
Introduction,20150412,jour,39,295072.0,5053386.5,45.6203102615,-73.624744122
Introduction,20150412,soir,42,296684.625,5048940.5,45.5803246995,-73.6039912104
Introduction,20150412,jour,45,297524.64,5054309.709,45.6286475178,-73.59330725
Introduction,20150412,soir,46,298059.119,5051873.693,45.6067330574,-73.5864188316
Introduction,20150412,soir,48,302967.091,5052467.11,45.6121030484,-73.5235003359
Introduction,20150413,nuit,7,291349.137,5043036.046,45.5271118997,-73.6721980909
Introduction,20150413,soir,7,0,0,1,1
Introduction,20150413,nuit,8,291197.281,5033366.0,45.4400938227,-73.6738742652
Introduction,20150413,jour,8,290844.62,5034267.939,45.4482029518,-73.6784076482
Introduction,20150413,soir,12,298241.039,5039087.597,45.4916810625,-73.5839152215
Introduction,20150413,soir,12,298444.56,5038976.549,45.4906836869,-73.5813099425
Introduction,20150413,jour,15,297858.077,5037642.038,45.478669571,-73.5887943864
Introduction,20150413,soir,16,0,0,1,1
Introduction,20150413,nuit,20,298826.653,5040722.711,45.5063997773,-73.5764428011
Introduction,20150413,jour,20,298655.741,5040094.057,45.5007413994,-73.5786221392
Introduction,20150413,soir,20,298790.62,5039874.631,45.4987680852,-73.576893537
Introduction,20150413,jour,21,299971.747,5042015.947,45.5180457122,-73.5618014175
Introduction,20150413,soir,21,299969.456,5041947.704,45.5174316184,-73.5618300698
Introduction,20150413,soir,22,300510.245,5041841.405,45.5164786339,-73.5549071438
Introduction,20150413,nuit,22,300848.957,5042310.012,45.5206973497,-73.5505755453
Introduction,20150413,soir,23,301742.05,5044724.644,45.5424296228,-73.5391585369
Introduction,20150413,jour,24,295714.281,5041235.5,45.5109804614,-73.6162822371
Introduction,20150413,jour,27,291630.678,5045538.775,45.5496376708,-73.6686611308
Introduction,20150413,jour,27,291777.52,5046766.573,45.5606885385,-73.6668131997
Introduction,20150413,jour,30,296316.944,5046775.502,45.5608389964,-73.608665129
Introduction,20150413,soir,31,295919.025,5044464.158,45.5400357806,-73.613720379
Introduction,20150413,jour,31,296250.89,5045642.076,45.5506392467,-73.609491449
Introduction,20150413,jour,38,298914.069,5040853.315,45.5075757497,-73.5753256794
Introduction,20150413,soir,38,299544.704,5042366.084,45.5211932961,-73.5672712994
Introduction,20150413,jour,38,298805.309,5041976.578,45.517682401,-73.576731277
Introduction,20150413,jour,39,295232.906,5052288.5,45.6104324373,-73.6226592551
Introduction,20150413,nuit,42,297701.938,5049418.5,45.5846370066,-73.5909622254
Introduction,20150413,soir,44,300174.386,5045306.61,45.5476577164,-73.5592387278
Introduction,20150413,jour,44,299004.631,5045478.274,45.5491936586,-73.5742214195
Introduction,20150413,jour,44,299004.631,5045478.274,45.5491936586,-73.5742214195
Introduction,20150413,jour,48,302650.691,5052118.758,45.6089675802,-73.5275554703
Introduction,20150414,jour,3,276073.5,5038218.5,45.48330028,-73.8674718307
Introduction,20150414,soir,3,281031.979,5041203.812,45.5103494904,-73.8041881388
Introduction,20150414,soir,8,290073.094,5033411.0,45.440475977,-73.6882452512
Introduction,20150414,jour,10,291628.837,5043955.543,45.535391194,-73.6686421099
Introduction,20150414,soir,11,294989.99,5036052.922,45.4643355684,-73.6254483873
Introduction,20150414,jour,11,295944.682,5037381.983,45.4763078317,-73.6132639592
Introduction,20150414,nuit,16,299323.0,5036127.0,45.4650495715,-73.5700396314
Introduction,20150414,jour,20,299390.28,5040430.332,45.5037734272,-73.56922667
Introduction,20150414,soir,20,0,0,1,1
Introduction,20150414,jour,21,300216.005,5040502.573,45.5044293973,-73.5586607799
Introduction,20150414,soir,23,301535.728,5044726.987,45.5424497697,-73.5418006054
Introduction,20150414,soir,23,301383.164,5044791.611,45.5430305484,-73.5437547128
Introduction,20150414,soir,23,301993.013,5045304.183,45.5476455809,-73.5359481579
Introduction,20150414,soir,24,295042.651,5041923.618,45.5171633402,-73.6248916702
Introduction,20150414,jour,27,292962.221,5044166.9,45.5373169856,-73.651574782
Introduction,20150414,jour,30,295972.549,5048646.055,45.5776665266,-73.6131104849
Introduction,20150414,nuit,38,298876.045,5040798.406,45.5070813336,-73.575811631
Introduction,20150414,nuit,38,299026.417,5043745.365,45.5336004969,-73.5739219686
Introduction,20150414,jour,39,293565.596,5048890.597,45.5798322842,-73.6439574966
Introduction,20150414,soir,44,299465.757,5045516.625,45.5495424387,-73.568316191
Introduction,20150414,soir,45,298829.908,5055720.025,45.6413502881,-73.5765843525
Introduction,20150414,soir,46,300980.125,5050128.0,45.5910470215,-73.5489575717
Introduction,20150414,soir,48,302181.019,5050121.338,45.590992635,-73.5335662332
Introduction,20150414,jour,48,301011.59,5048700.963,45.5782062894,-73.548543231
Introduction,20150414,soir,48,300106.794,5048891.951,45.5799193429,-73.5601387683
Introduction,20150414,jour,48,300935.497,5049442.922,45.5848822426,-73.5495241265
Introduction,20150414,jour,48,303051.081,5050810.049,45.5971925844,-73.5224175328
Introduction,20150414,nuit,48,302761.028,5047708.987,45.5692875006,-73.5261224691
Introduction,20150414,jour,48,301266.948,5050381.9,45.5933332026,-73.5452833324
Introduction,20150414,jour,48,301258.099,5049208.093,45.5827708984,-73.5453882371
Introduction,20150415,soir,7,291541.352,5043064.607,45.5273725846,-73.6697381363
Introduction,20150415,jour,7,287356.495,5038074.253,45.4823754183,-73.7231351335
Introduction,20150415,jour,8,288850.406,5033588.5,45.4420463799,-73.7038797989
Introduction,20150415,soir,8,287899.125,5033460.0,45.4408677261,-73.7160352963
Introduction,20150415,soir,10,290222.033,5043753.776,45.5335476156,-73.6866485746
Introduction,20150415,jour,10,288531.426,5042770.513,45.5246624732,-73.7082614209
Introduction,20150415,jour,20,299676.944,5040490.186,45.5043141831,-73.5655589386
Introduction,20150415,soir,23,301167.087,5044717.61,45.5423635671,-73.5465211633
Introduction,20150415,jour,26,295165.814,5038567.444,45.4869648228,-73.6232493057
Introduction,20150415,soir,26,294817.06,5037980.239,45.4816759944,-73.6276989362
Introduction,20150415,soir,35,297258.986,5043698.867,45.5331652057,-73.5965504959
Introduction,20150415,soir,35,297258.986,5043698.867,45.5331652057,-73.5965504959
Introduction,20150415,soir,35,295989.202,5044067.299,45.5364655925,-73.6128146268
Introduction,20150415,nuit,38,298822.595,5043440.591,45.5308563073,-73.5765278782
Introduction,20150415,soir,39,294577.806,5052646.593,45.6136453153,-73.6310657444
Introduction,20150415,jour,44,298899.168,5048583.573,45.5771352698,-73.5756095583
Introduction,20150415,nuit,44,298983.684,5046104.529,45.5548287426,-73.5744971327
Introduction,20150415,soir,44,298813.37,5047351.779,45.566050468,-73.5766938318
Introduction,20150415,soir,44,299050.98,5046251.595,45.5561526514,-73.5736369141
Introduction,20150415,jour,48,302213.991,5048637.93,45.5776446069,-73.5331357959
Introduction,20150416,jour,7,291541.352,5043064.607,45.5273725846,-73.6697381363
Introduction,20150416,jour,11,295238.482,5036374.326,45.4672311578,-73.6222769827
Introduction,20150416,soir,15,299035.572,5038306.546,45.4846598322,-73.5737408195
Introduction,20150416,soir,16,299802.781,5036797.5,45.4710866495,-73.5639110355
Introduction,20150416,jour,16,299405.688,5036122.0,45.4650052225,-73.5689821671
Introduction,20150416,jour,16,299143.063,5034679.0,45.4520183188,-73.5723239964
Introduction,20150416,jour,26,294817.06,5037980.239,45.4816759944,-73.6276989362
Introduction,20150416,nuit,31,295211.633,5045491.937,45.5492747128,-73.6227986068
Introduction,20150416,jour,39,295673.958,5052282.092,45.610380708,-73.6170044407
Introduction,20150416,nuit,39,295646.406,5052618.0,45.6134029261,-73.6173639866
Introduction,20150416,soir,42,297482.344,5048028.0,45.5721225964,-73.5937555107
Introduction,20150416,jour,44,298385.578,5046653.013,45.5597589327,-73.58216504
Introduction,20150416,nuit,48,302994.612,5050650.768,45.5957591848,-73.5231407596
Introduction,20150416,soir,48,300443.908,5048889.249,45.5798972218,-73.5558189658
Introduction,20150417,jour,3,276073.5,5038218.5,45.48330028,-73.8674718307
Introduction,20150417,jour,7,289353.171,5040871.688,45.5075948642,-73.6976821196
Introduction,20150417,jour,8,290878.25,5033133.5,45.437995394,-73.6779456246
Introduction,20150417,jour,20,299568.729,5040710.567,45.5062964608,-73.5669460985
Introduction,20150417,jour,22,299934.39,5043683.598,45.5330516254,-73.5622961462
Introduction,20150417,jour,27,292738.591,5045999.213,45.5538009078,-73.6544833572
Introduction,20150417,soir,30,297048.081,5046322.532,45.5567715485,-73.5992923426
Introduction,20150417,soir,31,294167.703,5044806.561,45.5430923146,-73.6361533355
Introduction,20150417,jour,35,295706.509,5043593.074,45.5321947123,-73.6164254526
Introduction,20150417,jour,35,297610.396,5043953.587,45.5354609844,-73.5920550043
Introduction,20150417,jour,38,299857.396,5043345.211,45.5300061489,-73.5632785127
Introduction,20150417,jour,38,298704.959,5043848.204,45.534523143,-73.5780390267
Introduction,20150417,jour,38,299536.123,5043297.177,45.5295715682,-73.5673911449
Introduction,20150417,jour,44,297996.586,5046633.542,45.5595800337,-73.5871475264
Introduction,20150417,soir,45,296720.141,5055028.038,45.6351023012,-73.6036369297
Introduction,20150417,jour,46,300960.799,5050852.386,45.5975651448,-73.5492109607
Introduction,20150417,jour,46,300244.874,5051885.332,45.6068555489,-73.5583973404
Introduction,20150417,jour,46,301296.602,5050818.905,45.5972656465,-73.5449063918
Introduction,20150417,soir,48,302640.482,5052122.488,45.6090011121,-73.5276863724
Introduction,20150418,nuit,3,274679.922,5036676.999,45.469370701,-73.8852036846
Introduction,20150418,soir,7,289370.896,5041071.764,45.509395614,-73.6974615785
Introduction,20150418,jour,10,289557.144,5044634.052,45.5414543972,-73.6951888158
Introduction,20150418,jour,11,296340.618,5036678.331,45.4699809554,-73.6081876329
Introduction,20150418,jour,11,294066.935,5034838.004,45.4533895868,-73.637225671
Introduction,20150418,nuit,12,0,0,1,1
Introduction,20150418,soir,13,292401.0,5031683.0,45.4249717195,-73.6584456265
Introduction,20150418,jour,21,300149.764,5041903.012,45.5170306877,-73.559521738
Introduction,20150418,soir,21,299638.115,5041506.075,45.5134552877,-73.5660665204
Introduction,20150418,soir,22,300718.241,5043411.15,45.5306050666,-73.5522579555
Introduction,20150418,nuit,22,300420.194,5043279.596,45.529419484,-73.5560726145
Introduction,20150418,soir,22,300050.194,5043311.595,45.5297049999,-73.5608098596
Introduction,20150418,soir,23,301711.502,5044651.875,45.5417746858,-73.5395492598
Introduction,20150418,jour,23,300784.987,5045213.113,45.5468201845,-73.5514181965
Introduction,20150418,nuit,23,301769.779,5044788.961,45.5430084919,-73.5388038517
Introduction,20150418,nuit,24,297204.885,5042021.712,45.5180729375,-73.5972171722
Introduction,20150418,nuit,26,294929.028,5040332.87,45.5028475612,-73.6263139914
Introduction,20150418,soir,26,294676.276,5040286.38,45.5024256029,-73.6295473672
Introduction,20150418,nuit,30,296311.361,5047204.561,45.5646997382,-73.6087440934
Introduction,20150418,soir,35,297598.398,5043772.687,45.5338330556,-73.5922059651
Introduction,20150418,jour,38,298640.612,5041787.576,45.5159802499,-73.5788370007
Introduction,20150418,jour,38,299190.813,5041656.576,45.5148061022,-73.5717932176
Introduction,20150418,jour,38,297673.907,5042772.08,45.5248299926,-73.5912246283
Introduction,20150418,soir,42,298772.279,5049272.491,45.5833332729,-73.5772439327
Introduction,20150418,soir,42,298674.125,5050932.5,45.5982696461,-73.5785225798
Introduction,20150418,soir,42,298583.188,5049565.0,45.5859636902,-73.5796708134
Introduction,20150418,soir,42,298674.125,5050932.5,45.5982696461,-73.5785225798
Introduction,20150418,nuit,46,301144.031,5052833.5,45.6153927185,-73.5468771354
Introduction,20150418,soir,48,300299.185,5050369.567,45.5932166366,-73.5576870875
Introduction,20150419,jour,7,291511.146,5040088.902,45.5005955051,-73.6700441746
Introduction,20150419,soir,13,294024.441,5032594.282,45.4331988032,-73.6377198357
Introduction,20150419,soir,16,299479.844,5034659.5,45.4518454931,-73.5680180403
Introduction,20150419,soir,16,299591.156,5036358.0,45.4671302721,-73.5666129151
Introduction,20150419,jour,22,300019.795,5043156.593,45.5283100245,-73.5611975331
Introduction,20150419,jour,22,300418.653,5043443.334,45.5308928516,-73.5560938076
Introduction,20150419,soir,23,301167.087,5044717.61,45.5423635671,-73.5465211633
Introduction,20150419,soir,26,295508.96,5040373.601,45.5032220405,-73.6188936738
Introduction,20150419,jour,26,293690.061,5038871.586,45.4896796921,-73.6421353143
Introduction,20150419,soir,31,295863.067,5044271.196,45.5382987244,-73.6144333944
Introduction,20150419,soir,35,296057.662,5044142.4,45.5371422407,-73.6119393984
Introduction,20150419,soir,35,297251.292,5044809.486,45.5431588741,-73.5966661274
Introduction,20150419,nuit,39,294912.082,5051626.385,45.6044700752,-73.6267590943
Introduction,20150419,nuit,42,297732.024,5048683.462,45.5780232239,-73.5905660367
Introduction,20150419,nuit,48,301251.161,5048750.841,45.5786563702,-73.5454738235
Introduction,20150420,soir,3,277159.531,5040539.5,45.504229119,-73.853710219
Introduction,20150420,jour,7,285302.625,5037710.5,45.479047888,-73.7493933031
Introduction,20150420,jour,7,289299.406,5042943.0,45.5262320706,-73.6984356771
Introduction,20150420,jour,8,290916.531,5032796.5,45.4349636632,-73.6774468205
Introduction,20150420,nuit,8,290219.469,5032718.5,45.4342475932,-73.6863537242
Introduction,20150420,soir,10,289590.495,5044930.509,45.5441227397,-73.694770961
Introduction,20150420,soir,11,294144.604,5034871.291,45.453690308,-73.6362333718
Introduction,20150420,jour,13,293918.875,5032051.5,45.4283129348,-73.6390570511
Introduction,20150420,soir,16,299168.094,5035076.0,45.4555909259,-73.5720085215
Introduction,20150420,soir,16,301177.103,5035001.258,45.4549316646,-73.5463211594
Introduction,20150420,soir,20,299244.491,5040219.746,45.5018773393,-73.5710899044
Introduction,20150420,soir,20,299676.944,5040490.186,45.5043141831,-73.5655589386
Introduction,20150420,nuit,22,300435.288,5043829.601,45.5343687329,-73.5558842744
Introduction,20150420,nuit,23,301681.531,5044581.841,45.5411443607,-73.5399326023
Introduction,20150420,soir,23,302051.176,5045806.982,45.5521701766,-73.5352061082
Introduction,20150420,jour,23,301567.396,5044799.708,45.5431042875,-73.5413955614
Introduction,20150420,nuit,23,301228.665,5044857.894,45.543626212,-73.5457336517
Introduction,20150420,jour,23,301284.018,5045102.453,45.545827124,-73.5450265716
Introduction,20150420,soir,27,292273.804,5044543.543,45.5406941105,-73.6603991
Introduction,20150420,jour,30,297024.354,5047882.062,45.5708044347,-73.5996210548
Introduction,20150420,jour,30,297788.679,5046914.817,45.5621089756,-73.5898147158
Introduction,20150420,nuit,31,295672.5,5044726.572,45.5423938878,-73.6168820037
Introduction,20150420,jour,35,297822.188,5045128.19,45.5460326378,-73.5893599847
Introduction,20150420,soir,35,296728.134,5043458.05,45.5309922985,-73.6033432182
Introduction,20150420,soir,35,297076.395,5044538.583,45.5407192754,-73.5989015201
Introduction,20150420,nuit,38,298343.44,5043862.708,45.5346503995,-73.5826679911
Introduction,20150420,jour,38,299585.594,5043372.094,45.5302460718,-73.566758587
Introduction,20150420,soir,38,299253.511,5041756.077,45.515701954,-73.5709918586
Introduction,20150420,soir,38,299253.511,5041756.077,45.515701954,-73.5709918586
Introduction,20150420,nuit,38,298181.404,5042765.582,45.5247765245,-73.5847278286
Introduction,20150420,soir,38,299275.595,5043353.093,45.5300727052,-73.5707272006
Introduction,20150420,jour,42,299163.656,5049422.5,45.5846863792,-73.5722302568
Introduction,20150420,jour,42,295444.985,5050251.415,45.5921051139,-73.6199011561
Introduction,20150420,jour,42,296470.179,5049490.104,45.5852676602,-73.6067485098
Introduction,20150420,jour,44,298103.74,5047425.952,45.5667114353,-73.5857858027
Introduction,20150420,soir,46,300841.25,5050535.0,45.5947085465,-73.5507407677
Introduction,20150421,soir,8,290046.594,5033496.0,45.441240289,-73.6885865311
Introduction,20150421,nuit,13,0,0,1,1
Introduction,20150421,jour,15,299810.771,5037754.73,45.4797003106,-73.5638185708
Introduction,20150421,jour,23,302588.593,5046231.617,45.5559931041,-73.5283249538
Introduction,20150421,nuit,23,302155.397,5046434.115,45.5578137401,-73.5338746676
Introduction,20150421,jour,27,293454.751,5047654.271,45.5687056673,-73.6453491571
Introduction,20150421,soir,31,295968.694,5044908.353,45.5440334345,-73.613092385
Introduction,20150421,jour,35,296752.856,5044629.554,45.5415342028,-73.6030459575
Introduction,20150421,soir,35,296057.662,5044142.4,45.5371422407,-73.6119393984
Introduction,20150421,jour,39,295622.23,5053343.925,45.6199346485,-73.6176876248
Introduction,20150421,jour,42,295444.985,5050251.415,45.5921051139,-73.6199011561
Introduction,20150421,soir,44,299107.583,5045005.02,45.544936001,-73.5728974075
Introduction,20150421,jour,48,303285.31,5051360.599,45.6021471355,-73.5194169092
Introduction,20150421,jour,48,301967.687,5050477.134,45.5941933522,-73.5363024746
Introduction,20150421,nuit,48,302510.888,5051771.666,45.6058439084,-73.5293462023
Introduction,20150422,jour,7,291511.146,5040088.902,45.5005955051,-73.6700441746
Introduction,20150422,jour,11,296706.899,5036629.863,45.4695491583,-73.6035024492
Introduction,20150422,nuit,20,298187.858,5039878.269,45.4987953695,-73.5846062709
Introduction,20150422,jour,21,300615.148,5040812.414,45.5072199861,-73.5535556455
Introduction,20150422,jour,22,300800.898,5042236.098,45.5200319681,-73.5511901238
Introduction,20150422,nuit,23,301752.498,5046718.112,45.5603675946,-73.5390371613
Introduction,20150422,soir,23,301803.837,5045390.509,45.5484215851,-73.5383714006
Introduction,20150422,nuit,23,301704.277,5045117.744,45.5459667125,-73.5396447247
Introduction,20150422,jour,23,301505.705,5044656.38,45.5418142808,-73.5421845894
Introduction,20150422,nuit,26,293217.066,5039172.746,45.4923819662,-73.6481936759
Introduction,20150422,jour,26,294734.802,5040974.967,45.5086226335,-73.6288125768
Introduction,20150422,jour,27,292317.139,5045241.256,45.5469731406,-73.6598619866
Introduction,20150422,jour,27,291767.394,5045703.032,45.5511182791,-73.6669145745
Introduction,20150422,jour,35,296327.802,5043968.578,45.5355814647,-73.6084774476
Introduction,20150422,jour,35,296272.535,5043884.073,45.5348203839,-73.6091836095
Introduction,20150422,soir,38,298330.749,5041882.262,45.5168294663,-73.5828043335
Introduction,20150422,soir,38,299227.296,5043279.592,45.5294109307,-73.5713447208
Introduction,20150422,soir,38,298397.697,5043380.588,45.5303126037,-73.581966998
Introduction,20150422,jour,39,295408.094,5050602.0,45.5952592741,-73.6203807233
Introduction,20150422,jour,39,295112.313,5050303.0,45.5925647349,-73.624165953
Introduction,20150422,soir,42,296925.25,5049208.5,45.5827390069,-73.6009121431
Introduction,20150422,jour,42,298385.781,5049511.5,45.5854804894,-73.5821999541
Introduction,20150422,jour,44,0,0,1,1
Introduction,20150422,soir,46,300931.294,5050459.749,45.5940319208,-73.549586048
Introduction,20150422,jour,49,303308.791,5058566.412,45.6669866889,-73.5191379622
Introduction,20150422,jour,49,303313.871,5056273.826,45.6463575829,-73.5190657643
Introduction,20150423,soir,3,271647.642,5037736.614,45.478768005,-73.924053796
Introduction,20150423,soir,3,271647.642,5037736.614,45.478768005,-73.924053796
Introduction,20150423,nuit,7,291332.139,5041304.22,45.5115279713,-73.67236811
Introduction,20150423,nuit,8,289426.724,5035865.595,45.462549634,-73.6965840833
Introduction,20150423,soir,8,288467.469,5033574.5,45.4419115596,-73.708774293
Introduction,20150423,jour,10,289614.842,5044072.677,45.5364042245,-73.694432571
Introduction,20150423,jour,12,298625.579,5039121.713,45.4919915615,-73.5789958581
Introduction,20150423,soir,13,296804.281,5031519.0,45.4235601523,-73.6021739754
Introduction,20150423,jour,15,298611.351,5037405.701,45.4765499849,-73.5791562637
Introduction,20150423,jour,16,299166.603,5035702.793,45.4612311068,-73.5720347663
Introduction,20150423,jour,20,298249.903,5039966.951,45.4995939532,-73.5838135532
Introduction,20150423,jour,20,299390.28,5040430.332,45.5037734272,-73.56922667
Introduction,20150423,soir,23,301505.705,5044656.38,45.5418142808,-73.5421845894
Introduction,20150423,soir,23,300704.588,5045831.113,45.5523806985,-73.5524529967
Introduction,20150423,soir,26,294524.666,5038826.039,45.4892826277,-73.631456848
Introduction,20150423,soir,27,293764.165,5046901.916,45.561940723,-73.641368144
Introduction,20150423,soir,31,295863.067,5044271.196,45.5382987244,-73.6144333944
Introduction,20150423,nuit,31,294494.502,5044917.563,45.5440960598,-73.6319708145
Introduction,20150423,nuit,35,296412.41,5043504.144,45.531403341,-73.6073861804
Introduction,20150423,soir,38,299030.523,5043818.605,45.5342595718,-73.5738702603
Introduction,20150423,soir,38,299841.497,5043273.997,45.5293652251,-73.5634813413
Introduction,20150423,soir,39,295633.563,5052876.5,45.6157288007,-73.6175335134
Introduction,20150423,soir,44,299771.437,5045310.723,45.5476919341,-73.564399203
Introduction,20150423,soir,44,299771.437,5045310.723,45.5476919341,-73.564399203
Introduction,20150423,soir,44,298555.935,5047545.232,45.5677889583,-73.579994261
Introduction,20150423,jour,45,298597.303,5057301.244,45.6555763602,-73.5795883545
Introduction,20150423,soir,46,299086.672,5051619.251,45.6044527277,-73.5732425219
Introduction,20150423,nuit,46,298484.031,5052616.0,45.6134165137,-73.5809810305
Introduction,20150424,jour,7,290446.395,5041683.073,45.5149193619,-73.6837153188
Introduction,20150424,jour,7,285174.969,5040011.5,45.4997495499,-73.7511181413
Introduction,20150424,soir,8,290215.938,5033343.0,45.4398670746,-73.6864173561
Introduction,20150424,soir,13,296804.281,5031519.0,45.4235601523,-73.6021739754
Introduction,20150424,soir,22,300432.293,5043382.097,45.5303419032,-73.5559186305
Introduction,20150424,jour,22,300226.341,5042024.902,45.5181280094,-73.5585427114
Introduction,20150424,jour,23,300892.487,5045465.615,45.5490928987,-73.5500435163
Introduction,20150424,soir,23,301789.922,5045280.103,45.5474280524,-73.5385489287
Introduction,20150424,soir,23,302074.949,5045057.401,45.5454252731,-73.5348974567
Introduction,20150424,soir,26,294605.857,5040333.551,45.5028490414,-73.6304494558
Introduction,20150424,jour,30,297054.157,5047386.063,45.5663416128,-73.5992313622
Introduction,20150424,nuit,31,295919.025,5044464.158,45.5400357806,-73.613720379
Introduction,20150424,jour,38,297965.276,5042987.455,45.5267709373,-73.587497679
Introduction,20150424,soir,38,299137.626,5041212.753,45.510811972,-73.5724688435
Introduction,20150424,jour,39,295140.719,5051202.5,45.6006590659,-73.6238196772
Introduction,20150424,soir,42,296883.781,5050917.5,45.5981165931,-73.6014712595
Introduction,20150424,soir,42,295684.622,5050498.7,45.5943334331,-73.6168344052
Introduction,20150424,soir,44,299408.776,5047717.582,45.5693469473,-73.5690702135
Introduction,20150424,nuit,45,297344.438,5053487.291,45.6212453047,-73.5956057761
Introduction,20150424,jour,48,301630.703,5048572.1,45.5770498358,-73.5406093212
Introduction,20150425,nuit,7,286780.469,5041373.5,45.5120486209,-73.7306246849
Introduction,20150425,soir,7,289954.505,5040973.781,45.5085265934,-73.6899896301
Introduction,20150425,jour,7,291107.875,5040658.5,45.5057131708,-73.6752203053
Introduction,20150425,soir,8,290046.594,5033496.0,45.441240289,-73.6885865311
Introduction,20150425,jour,10,289907.68,5044078.734,45.5364650478,-73.6906832438
Introduction,20150425,jour,13,296689.439,5032763.416,45.4347567478,-73.6036619869
Introduction,20150425,jour,13,296689.439,5032763.416,45.4347567478,-73.6036619869
Introduction,20150425,soir,22,299783.231,5043013.62,45.5270218357,-73.5642246261
Introduction,20150425,jour,23,300975.388,5045706.615,45.5512619618,-73.5489836873
Introduction,20150425,nuit,23,302091.18,5045893.239,45.5529465039,-73.5346942268
Introduction,20150425,soir,26,294308.597,5040671.983,45.5058899817,-73.6342605747
Introduction,20150425,soir,35,297326.586,5043806.105,45.5341309011,-73.5956866248
Introduction,20150425,soir,38,298798.672,5042202.661,45.5197167285,-73.5768189981
Introduction,20150425,jour,38,299828.086,5043212.17,45.5288087865,-73.5636524083
Introduction,20150425,soir,38,299260.803,5042549.585,45.5228423123,-73.5709074932
Introduction,20150425,nuit,39,295653.869,5051578.064,45.6040454264,-73.6172488013
Introduction,20150425,jour,44,299027.644,5046761.697,45.560742527,-73.5739418357
Introduction,20150425,soir,46,300931.294,5050459.749,45.5940319208,-73.549586048
Introduction,20150425,soir,48,302289.766,5050335.886,45.5929235998,-73.5321735807
Introduction,20150426,nuit,7,0,0,1,1
Introduction,20150426,jour,8,288140.563,5032991.5,45.4366577382,-73.7129332811
Introduction,20150426,jour,8,289292.688,5033030.0,45.4370306817,-73.6982086528
Introduction,20150426,nuit,15,298164.052,5036852.274,45.4715658829,-73.5848699855
Introduction,20150426,nuit,20,299344.836,5040364.062,45.5031767478,-73.5698074665
Introduction,20150426,jour,20,299287.578,5040727.168,45.5064436783,-73.5705442536
Introduction,20150426,soir,20,0,0,1,1
Introduction,20150426,soir,21,302621.958,5041450.041,45.512966774,-73.5278763302
Introduction,20150426,nuit,22,300898.363,5043297.594,45.5295842778,-73.5499509853
Introduction,20150426,nuit,23,301260.453,5044931.224,45.5442862243,-73.5453271126
Introduction,20150426,nuit,26,295797.546,5040825.557,45.5072927092,-73.6152090587
Introduction,20150426,jour,27,292089.599,5045136.538,45.5460267389,-73.6627732503
Introduction,20150426,jour,31,295516.794,5043801.699,45.5340694945,-73.618858354
Introduction,20150426,soir,38,297967.411,5042113.076,45.5189029563,-73.587458155
Introduction,20150426,soir,38,298961.126,5040924.567,45.5082173002,-73.5747243125
Introduction,20150426,jour,38,299538.091,5043653.097,45.5327742862,-73.5673697731
